id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN2945,Tokyo Tower Inn,Kyoto,258,Luxury,47000,"Business Center, Bar, Room Service, Onsen, Spa",Full Board,Veg,False,4966,196,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,10:00
JPN2946,Mount Fuji Retreat,Sapporo,209,Budget,12000,"Room Service, Restaurant, Wi-Fi, Business Center, Bar",Bed & Breakfast,Non veg without Beef,False,351,486,3,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN2947,Osaka Bay Resort,Nara,41,Budget,8000,"Onsen, Restaurant, Bar, Pet-friendly, Fitness Center, Spa",Bed & Breakfast,Veg,False,3395,822,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,10:00
JPN2948,Tokyo Tower Inn,Kyoto,219,Standard,16000,"Free Breakfast, Spa, Room Service, Parking, Business Center",Bed & Breakfast,Both,False,1210,713,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,12:00
JPN2949,Nara Zen Lodge,Nara,17,Premium,30000,"Wi-Fi, Free Breakfast, Spa, Bar, Onsen, Business Center",Full Board,Non Veg,False,2761,274,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN2950,Kyoto Serenity,Kobe,282,Budget,10000,"Room Service, Parking, Onsen, Fitness Center, Pet-friendly, Restaurant",Room Only,,True,4555,576,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,11:00
JPN2951,Nara Zen Lodge,Kyoto,163,Premium,26000,"Spa, Business Center, Parking, Pet-friendly",Full Board,Veg,False,3355,400,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,10:00
JPN2952,Hotel Sakura,Fukuoka,205,Standard,16000,"Bar, Fitness Center, Business Center",Room Only,,False,4833,307,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,12:00
JPN2953,Hotel Sakura,Kobe,274,Standard,12000,"Room Service, Pet-friendly, Free Breakfast, Onsen",Half Board,Non veg without Beef,True,4028,46,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,12:00
JPN2954,Nara Zen Lodge,Nara,265,Budget,6000,"Restaurant, Bar, Wi-Fi, Free Breakfast",Bed & Breakfast,Vegan,True,3403,73,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,11:00
JPN2955,Hotel Sakura,Fukuoka,103,Budget,11000,"Onsen, Restaurant, Fitness Center",Half Board,Veg,False,1131,396,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,11:00
JPN2956,Shibuya Plaza,Tokyo,22,Budget,10000,"Fitness Center, Onsen, Free Breakfast, Business Center, Pet-friendly",Bed & Breakfast,Both,True,3729,189,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN2957,Nara Zen Lodge,Tokyo,217,Standard,15000,"Restaurant, Spa, Bar, Onsen",All-Inclusive,Veg,False,4604,197,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,10:00
JPN2958,Shibuya Plaza,Kobe,233,Budget,12000,"Fitness Center, Business Center, Wi-Fi, Bar",Bed & Breakfast,Jain,False,3282,584,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,10:00
JPN2959,Shibuya Plaza,Kobe,103,Premium,29000,"Parking, Bar, Onsen, Pet-friendly",Half Board,Jain,True,1198,243,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,12:00
JPN2960,Tokyo Tower Inn,Nara,195,Standard,20000,"Pet-friendly, Business Center, Room Service, Fitness Center",Half Board,Jain,False,2631,919,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN2961,Hotel Sakura,Kobe,55,Budget,9000,"Restaurant, Onsen, Spa",Full Board,Veg,True,4700,225,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,11:00
JPN2962,Shibuya Plaza,Osaka,79,Standard,15000,"Onsen, Bar, Restaurant, Parking, Business Center",Full Board,Both,True,3462,695,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,11:00
JPN2963,Osaka Bay Resort,Yokohama,5,Budget,5000,"Onsen, Bar, Parking, Spa",Full Board,Non veg without Beef,False,4030,200,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,10:00
JPN2964,Nara Zen Lodge,Yokohama,90,Budget,10000,"Parking, Room Service, Fitness Center, Business Center, Bar",Bed & Breakfast,Non veg without Beef,True,4397,218,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,10:00
JPN2965,Kyoto Serenity,Kobe,20,Standard,14000,"Room Service, Parking, Restaurant, Free Breakfast, Business Center, Onsen",Full Board,Veg,False,2869,296,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN2966,Shibuya Plaza,Kyoto,28,Budget,9000,"Fitness Center, Wi-Fi, Onsen, Free Breakfast, Spa, Restaurant",All-Inclusive,Non veg without Beef,True,2617,345,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,10:00
JPN2967,Hotel Sakura,Yokohama,172,Budget,8000,"Free Breakfast, Spa, Pet-friendly",All-Inclusive,Both,False,4129,308,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,11:00
JPN2968,Osaka Bay Resort,Hiroshima,272,Premium,29000,"Business Center, Free Breakfast, Onsen, Room Service, Restaurant",Full Board,Non Veg,True,3512,171,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,10:00
JPN2969,Nara Zen Lodge,Kobe,289,Luxury,41000,"Bar, Business Center, Onsen, Restaurant, Wi-Fi",Full Board,Vegan,True,816,436,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,12:00
JPN2970,Tokyo Tower Inn,Fukuoka,153,Premium,21000,"Free Breakfast, Parking, Pet-friendly, Fitness Center, Restaurant",Half Board,Non Veg,False,1924,571,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,11:00
JPN2971,Kyoto Serenity,Kyoto,142,Standard,16000,"Parking, Bar, Spa, Room Service, Free Breakfast",All-Inclusive,Veg,True,2862,72,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,12:00
JPN2972,Hotel Sakura,Osaka,298,Budget,11000,"Pet-friendly, Room Service, Spa, Restaurant",All-Inclusive,Non Veg,True,2374,824,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,11:00
JPN2973,Nara Zen Lodge,Osaka,38,Budget,10000,"Bar, Onsen, Restaurant",Bed & Breakfast,Veg,True,3829,50,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,12:00
JPN2974,Hotel Sakura,Osaka,92,Standard,17000,"Business Center, Pet-friendly, Onsen, Free Breakfast",Bed & Breakfast,Vegan,True,133,40,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,10:00
JPN2975,Kyoto Serenity,Sapporo,71,Premium,20000,"Pet-friendly, Parking, Room Service, Restaurant, Free Breakfast, Wi-Fi",All-Inclusive,Jain,True,398,23,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,12:00
JPN2976,Shibuya Plaza,Osaka,64,Budget,10000,"Room Service, Wi-Fi, Business Center, Bar, Pet-friendly, Restaurant",Room Only,,False,3836,893,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,12:00
JPN2977,Mount Fuji Retreat,Yokohama,142,Standard,18000,"Restaurant, Fitness Center, Bar",Room Only,,True,3981,938,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,11:00
JPN2978,Nara Zen Lodge,Kobe,281,Luxury,51000,"Restaurant, Free Breakfast, Bar",Bed & Breakfast,Non veg without Beef,False,1046,82,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN2979,Hotel Sakura,Hiroshima,249,Budget,12000,"Fitness Center, Restaurant, Business Center, Parking, Wi-Fi, Pet-friendly",All-Inclusive,Both,False,1864,245,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,10:00
JPN2980,Kyoto Serenity,Hiroshima,113,Budget,6000,"Onsen, Restaurant, Pet-friendly, Parking, Bar",Half Board,Both,False,766,198,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,10:00
JPN2981,Osaka Bay Resort,Fukuoka,196,Budget,5000,"Room Service, Restaurant, Parking, Spa, Wi-Fi",Room Only,,True,1530,982,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,10:00
JPN2982,Shibuya Plaza,Osaka,97,Standard,12000,"Room Service, Restaurant, Wi-Fi, Bar",Half Board,Veg,False,2413,284,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,11:00
JPN2983,Mount Fuji Retreat,Sapporo,256,Standard,14000,"Pet-friendly, Parking, Room Service, Free Breakfast, Wi-Fi, Fitness Center",All-Inclusive,Veg,False,1154,599,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN2984,Kyoto Serenity,Tokyo,45,Standard,20000,"Restaurant, Business Center, Onsen, Pet-friendly, Wi-Fi, Parking",All-Inclusive,Jain,True,4587,521,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,10:00
JPN2985,Tokyo Tower Inn,Nara,53,Budget,10000,"Wi-Fi, Business Center, Room Service, Fitness Center",Bed & Breakfast,Both,True,2016,378,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,11:00
JPN2986,Shibuya Plaza,Hiroshima,277,Budget,5000,"Bar, Business Center, Parking, Fitness Center, Wi-Fi",All-Inclusive,Jain,False,3729,917,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,12:00
JPN2987,Osaka Bay Resort,Nagoya,45,Budget,5000,"Room Service, Restaurant, Free Breakfast, Wi-Fi",Full Board,Both,False,2655,821,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,10:00
JPN2988,Shibuya Plaza,Yokohama,146,Luxury,31000,"Parking, Business Center, Spa, Wi-Fi, Pet-friendly, Restaurant",Bed & Breakfast,Non veg without Beef,True,3924,605,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN2989,Mount Fuji Retreat,Tokyo,37,Standard,19000,"Spa, Room Service, Wi-Fi, Bar, Free Breakfast, Business Center",All-Inclusive,Both,True,479,688,3,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
JPN2990,Shibuya Plaza,Kyoto,103,Budget,6000,"Parking, Room Service, Business Center, Spa, Restaurant",Bed & Breakfast,Jain,False,3436,87,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,12:00
JPN2991,Shibuya Plaza,Kyoto,46,Budget,6000,"Business Center, Free Breakfast, Restaurant, Spa, Parking",Half Board,Non veg without Beef,True,710,837,3,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,11:00
JPN2992,Osaka Bay Resort,Osaka,226,Standard,12000,"Pet-friendly, Business Center, Bar, Free Breakfast, Parking, Wi-Fi",Half Board,Both,True,1016,596,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,11:00
JPN2993,Osaka Bay Resort,Tokyo,138,Budget,9000,"Wi-Fi, Bar, Business Center, Pet-friendly, Free Breakfast",All-Inclusive,Non Veg,True,3574,661,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,12:00
JPN2994,Mount Fuji Retreat,Osaka,91,Budget,12000,"Business Center, Parking, Restaurant",Full Board,Veg,True,743,179,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN2995,Mount Fuji Retreat,Sapporo,192,Budget,6000,"Restaurant, Parking, Business Center",Room Only,,False,2563,879,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,11:00
JPN2996,Nara Zen Lodge,Kobe,175,Premium,27000,"Wi-Fi, Business Center, Pet-friendly, Bar, Onsen, Spa",All-Inclusive,Both,True,2261,612,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,10:00
JPN2997,Osaka Bay Resort,Nagoya,81,Budget,6000,"Room Service, Pet-friendly, Onsen",Half Board,Vegan,False,70,283,1,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,10:00
JPN2998,Hotel Sakura,Yokohama,107,Standard,16000,"Fitness Center, Business Center, Wi-Fi, Pet-friendly, Free Breakfast",All-Inclusive,Non Veg,True,558,762,3,A comfortable and convenient hotel offering excellent services and amenities.,13 km,16:00,12:00
JPN2999,Mount Fuji Retreat,Hiroshima,73,Premium,29000,"Parking, Spa, Business Center, Onsen, Wi-Fi, Pet-friendly",Half Board,Non veg without Beef,False,3027,12,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,10:00
JPN3000,Hotel Sakura,Kyoto,187,Budget,5000,"Bar, Free Breakfast, Restaurant, Spa, Pet-friendly, Parking",All-Inclusive,Vegan,True,1302,332,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,12:00
JPN3001,Shibuya Plaza,Nagoya,113,Standard,20000,"Fitness Center, Onsen, Restaurant, Spa, Pet-friendly",Bed & Breakfast,Vegan,True,1943,758,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,11:00
JPN3002,Hotel Sakura,Sapporo,256,Standard,14000,"Onsen, Bar, Business Center, Wi-Fi, Room Service",All-Inclusive,Non veg without Beef,True,3638,251,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,10:00
JPN3003,Tokyo Tower Inn,Tokyo,109,Standard,18000,"Spa, Pet-friendly, Business Center, Wi-Fi, Fitness Center, Parking",Half Board,Non veg without Beef,True,447,961,2,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,10:00
JPN3004,Shibuya Plaza,Hiroshima,49,Luxury,51000,"Spa, Wi-Fi, Onsen, Free Breakfast, Restaurant, Room Service",Bed & Breakfast,Non veg without Beef,False,3457,734,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,11:00
JPN3005,Hotel Sakura,Hiroshima,13,Budget,5000,"Restaurant, Room Service, Spa, Fitness Center, Wi-Fi",Room Only,,False,4640,592,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN3006,Kyoto Serenity,Yokohama,174,Standard,14000,"Spa, Pet-friendly, Onsen",Half Board,Both,True,1444,759,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,10:00
JPN3007,Shibuya Plaza,Nagoya,100,Premium,22000,"Parking, Restaurant, Bar, Spa, Pet-friendly, Free Breakfast",Full Board,Non Veg,False,2566,519,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,10:00
JPN3008,Tokyo Tower Inn,Kyoto,128,Budget,12000,"Bar, Onsen, Spa, Fitness Center",Half Board,Both,True,760,41,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN3009,Osaka Bay Resort,Kobe,133,Luxury,48000,"Bar, Pet-friendly, Spa, Fitness Center, Restaurant, Business Center",All-Inclusive,Non veg without Beef,True,2114,618,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,10:00
JPN3010,Hotel Sakura,Tokyo,237,Budget,11000,"Parking, Bar, Spa, Free Breakfast",Room Only,,False,1345,100,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN3011,Osaka Bay Resort,Tokyo,257,Standard,12000,"Fitness Center, Bar, Parking",All-Inclusive,Veg,False,4319,623,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN3012,Hotel Sakura,Nara,204,Standard,12000,"Onsen, Restaurant, Wi-Fi, Free Breakfast, Pet-friendly",Bed & Breakfast,Veg,True,3961,519,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,11:00
JPN3013,Hotel Sakura,Fukuoka,22,Standard,18000,"Fitness Center, Parking, Business Center, Room Service",Room Only,,True,2899,327,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,12:00
JPN3014,Kyoto Serenity,Kobe,60,Premium,27000,"Fitness Center, Spa, Free Breakfast, Parking, Restaurant, Wi-Fi",All-Inclusive,Jain,True,3963,155,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,11:00
JPN3015,Kyoto Serenity,Tokyo,207,Luxury,54000,"Wi-Fi, Onsen, Pet-friendly, Restaurant",Full Board,Veg,False,3382,111,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,10:00
JPN3016,Kyoto Serenity,Kyoto,162,Premium,28000,"Restaurant, Free Breakfast, Onsen, Room Service",Room Only,,False,2080,263,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,11:00
JPN3017,Mount Fuji Retreat,Kyoto,194,Premium,24000,"Room Service, Bar, Parking",Full Board,Vegan,False,1475,257,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,11:00
JPN3018,Osaka Bay Resort,Yokohama,16,Premium,29000,"Bar, Pet-friendly, Onsen, Parking, Business Center, Restaurant",Room Only,,False,1382,149,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,11:00
JPN3019,Shibuya Plaza,Nara,108,Budget,5000,"Restaurant, Free Breakfast, Room Service, Wi-Fi",Full Board,Veg,True,1274,656,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,10:00
JPN3020,Osaka Bay Resort,Fukuoka,277,Premium,26000,"Pet-friendly, Onsen, Fitness Center",All-Inclusive,Veg,True,2273,811,4,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,10:00
JPN3021,Kyoto Serenity,Yokohama,52,Premium,21000,"Spa, Restaurant, Bar, Free Breakfast, Parking",Room Only,,False,2341,571,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,11:00
JPN3022,Osaka Bay Resort,Yokohama,247,Budget,12000,"Restaurant, Bar, Spa, Free Breakfast, Business Center, Onsen",Room Only,,False,218,402,2,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,10:00
JPN3023,Kyoto Serenity,Nara,58,Standard,18000,"Bar, Fitness Center, Business Center, Onsen, Pet-friendly",All-Inclusive,Both,False,4699,116,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,11:00
JPN3024,Shibuya Plaza,Sapporo,298,Premium,28000,"Business Center, Bar, Restaurant, Free Breakfast, Parking",Full Board,Both,True,4271,296,5,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,11:00
JPN3025,Shibuya Plaza,Sapporo,108,Standard,16000,"Free Breakfast, Wi-Fi, Bar, Spa",All-Inclusive,Both,True,3598,21,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,10:00
JPN3026,Mount Fuji Retreat,Yokohama,233,Budget,12000,"Spa, Bar, Business Center, Onsen, Free Breakfast",Bed & Breakfast,Jain,False,331,148,4,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,11:00
JPN3027,Nara Zen Lodge,Osaka,193,Budget,8000,"Onsen, Room Service, Spa, Business Center, Free Breakfast",All-Inclusive,Jain,False,833,601,3,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN3028,Kyoto Serenity,Osaka,131,Budget,11000,"Onsen, Free Breakfast, Restaurant, Parking",Bed & Breakfast,Both,True,3211,725,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,10:00
JPN3029,Mount Fuji Retreat,Nara,268,Budget,5000,"Bar, Business Center, Spa, Onsen, Fitness Center",Room Only,,True,1625,496,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN3030,Kyoto Serenity,Nara,196,Budget,11000,"Restaurant, Room Service, Fitness Center, Pet-friendly, Spa",Bed & Breakfast,Non veg without Beef,False,4794,533,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,11:00
JPN3031,Mount Fuji Retreat,Nagoya,259,Premium,25000,"Spa, Parking, Bar, Pet-friendly",Full Board,Non veg without Beef,True,1758,939,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,11:00
JPN3032,Kyoto Serenity,Fukuoka,238,Standard,15000,"Bar, Restaurant, Business Center",All-Inclusive,Veg,True,2355,876,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,11:00
JPN3033,Kyoto Serenity,Fukuoka,47,Budget,11000,"Parking, Bar, Room Service",Half Board,Both,True,2311,585,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,14:00,10:00
JPN3034,Nara Zen Lodge,Kobe,245,Standard,18000,"Bar, Business Center, Spa, Fitness Center, Restaurant",Room Only,,False,3923,392,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,12:00
JPN3035,Nara Zen Lodge,Kobe,65,Premium,23000,"Business Center, Restaurant, Room Service, Spa",Full Board,Non Veg,True,789,150,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,11:00
JPN3036,Mount Fuji Retreat,Sapporo,265,Premium,29000,"Wi-Fi, Onsen, Bar, Parking, Spa",Room Only,,False,2958,761,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,11:00
JPN3037,Hotel Sakura,Yokohama,132,Budget,8000,"Fitness Center, Room Service, Pet-friendly, Business Center, Spa",All-Inclusive,Both,False,1858,903,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,11:00
JPN3038,Kyoto Serenity,Kobe,248,Standard,12000,"Room Service, Pet-friendly, Fitness Center, Free Breakfast",Full Board,Non veg without Beef,True,101,401,2,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN3039,Hotel Sakura,Tokyo,112,Budget,6000,"Free Breakfast, Spa, Parking, Pet-friendly",Room Only,,True,2807,866,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,11:00
JPN3040,Tokyo Tower Inn,Kobe,77,Luxury,59000,"Room Service, Fitness Center, Spa, Business Center, Wi-Fi, Pet-friendly",Full Board,Non Veg,False,1553,576,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,12:00
JPN3041,Mount Fuji Retreat,Nara,185,Budget,6000,"Free Breakfast, Onsen, Fitness Center",Full Board,Non Veg,True,807,621,3,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,12:00
JPN3042,Osaka Bay Resort,Nagoya,170,Budget,5000,"Onsen, Spa, Parking",Full Board,Non Veg,True,2231,829,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,12:00
JPN3043,Tokyo Tower Inn,Kyoto,147,Premium,28000,"Spa, Business Center, Parking, Room Service",Half Board,Veg,False,115,53,4,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,11:00
JPN3044,Nara Zen Lodge,Kyoto,251,Standard,16000,"Room Service, Restaurant, Pet-friendly, Wi-Fi",All-Inclusive,Jain,True,2274,654,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,12:00
JPN3045,Shibuya Plaza,Kyoto,98,Standard,17000,"Business Center, Pet-friendly, Restaurant, Free Breakfast, Bar",Bed & Breakfast,Non veg without Beef,True,3392,705,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,11:00
JPN3046,Tokyo Tower Inn,Tokyo,86,Premium,24000,"Business Center, Room Service, Parking",Room Only,,True,2685,768,4,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,11:00
JPN3047,Osaka Bay Resort,Sapporo,34,Premium,25000,"Free Breakfast, Business Center, Room Service, Restaurant, Bar",Full Board,Non veg without Beef,True,1576,388,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,10:00
JPN3048,Tokyo Tower Inn,Yokohama,98,Premium,27000,"Fitness Center, Pet-friendly, Room Service",Full Board,Both,True,298,950,2,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,11:00
JPN3049,Kyoto Serenity,Sapporo,98,Standard,13000,"Onsen, Restaurant, Wi-Fi",Bed & Breakfast,Non veg without Beef,True,3533,140,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,11:00
JPN3050,Shibuya Plaza,Osaka,260,Budget,6000,"Wi-Fi, Business Center, Fitness Center, Room Service, Parking",Half Board,Non veg without Beef,False,3136,391,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,11:00
JPN3051,Hotel Sakura,Nara,29,Standard,12000,"Onsen, Business Center, Room Service, Parking, Restaurant, Bar",Room Only,,True,2885,226,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,10:00
JPN3052,Hotel Sakura,Kobe,53,Budget,7000,"Business Center, Pet-friendly, Room Service",Room Only,,True,4720,86,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,10:00
JPN3053,Nara Zen Lodge,Kyoto,189,Standard,15000,"Pet-friendly, Wi-Fi, Parking",All-Inclusive,Both,False,1323,73,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,12:00
JPN3054,Tokyo Tower Inn,Nagoya,89,Budget,8000,"Parking, Business Center, Fitness Center, Spa, Restaurant, Free Breakfast",Room Only,,False,1291,489,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,11:00
JPN3055,Nara Zen Lodge,Hiroshima,195,Premium,30000,"Fitness Center, Pet-friendly, Bar, Wi-Fi, Room Service, Free Breakfast",Bed & Breakfast,Both,False,360,185,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,11:00
JPN3056,Hotel Sakura,Nagoya,54,Standard,20000,"Bar, Free Breakfast, Onsen, Fitness Center",Bed & Breakfast,Veg,True,2255,280,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
JPN3057,Hotel Sakura,Tokyo,288,Premium,20000,"Restaurant, Bar, Free Breakfast, Onsen",Room Only,,True,303,306,3,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,12:00
JPN3058,Osaka Bay Resort,Nagoya,6,Premium,30000,"Pet-friendly, Free Breakfast, Fitness Center, Wi-Fi",All-Inclusive,Non Veg,True,1397,103,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,12:00
JPN3059,Nara Zen Lodge,Kyoto,217,Luxury,59000,"Restaurant, Room Service, Fitness Center",All-Inclusive,Veg,False,1197,527,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,11:00
JPN3060,Hotel Sakura,Kobe,17,Premium,21000,"Fitness Center, Restaurant, Business Center",Room Only,,False,892,299,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,10:00
JPN3061,Nara Zen Lodge,Fukuoka,49,Budget,9000,"Pet-friendly, Fitness Center, Restaurant, Business Center, Parking, Free Breakfast",Full Board,Non Veg,False,4456,327,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,10:00
JPN3062,Hotel Sakura,Osaka,30,Budget,5000,"Bar, Business Center, Room Service, Free Breakfast, Spa",Bed & Breakfast,Jain,False,4605,246,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN3063,Kyoto Serenity,Yokohama,220,Budget,7000,"Room Service, Spa, Pet-friendly, Wi-Fi",Full Board,Non veg without Beef,True,2181,372,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,12:00
JPN3064,Mount Fuji Retreat,Kyoto,166,Premium,30000,"Fitness Center, Pet-friendly, Free Breakfast, Room Service, Restaurant",Half Board,Vegan,False,4901,191,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,12:00
JPN3065,Osaka Bay Resort,Yokohama,217,Premium,26000,"Fitness Center, Business Center, Parking, Bar",Half Board,Jain,True,1140,879,3,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,11:00
